"統計年月","縣市","行政區域","教育程度總計","大學以上","大學","大學以下","大學以上比例","大學比例","大學以下比例"
10405,"高雄市","梓官區赤西里",836,29,130,677,0.0347,0.1555,0.8098
10405,"高雄市","梓官區茄苳里",2437,58,446,1933,0.0238,0.183,0.7932
10405,"高雄市","梓官區典寶里",2998,149,666,2183,0.0497,0.2221,0.7282
10405,"高雄市","旗山區太平里",2358,80,430,1848,0.0339,0.1824,0.7837
10405,"高雄市","旗山區大德里",2523,131,574,1818,0.0519,0.2275,0.7206
10405,"高雄市","旗山區湄洲里",1799,83,364,1352,0.0461,0.2023,0.7515
10405,"高雄市","旗山區圓富里",1898,36,289,1573,0.019,0.1523,0.8288
10405,"高雄市","旗山區中正里",1590,34,215,1341,0.0214,0.1352,0.8434
10405,"高雄市","旗山區大林里",1470,27,175,1268,0.0184,0.119,0.8626
10405,"高雄市","旗山區上洲里",1050,26,138,886,0.0248,0.1314,0.8438
10405,"高雄市","旗山區新光里",856,20,119,717,0.0234,0.139,0.8376
10405,"高雄市","旗山區南勝里",2317,56,306,1955,0.0242,0.1321,0.8438
10405,"高雄市","旗山區中寮里",185,0,14,171,0,0.0757,0.9243
10405,"高雄市","旗山區東平里",2070,82,373,1615,0.0396,0.1802,0.7802
10405,"高雄市","旗山區東昌里",1101,50,186,865,0.0454,0.1689,0.7856
10405,"高雄市","旗山區竹峰里",1653,96,287,1270,0.0581,0.1736,0.7683
10405,"高雄市","旗山區瑞吉里",2122,81,363,1678,0.0382,0.1711,0.7908
10405,"高雄市","旗山區永和里",3511,153,650,2708,0.0436,0.1851,0.7713
10405,"高雄市","旗山區三協里",2242,84,382,1776,0.0375,0.1704,0.7921
10405,"高雄市","旗山區鯤洲里",838,19,104,715,0.0227,0.1241,0.8532
10405,"高雄市","旗山區大山里",1319,43,174,1102,0.0326,0.1319,0.8355
10405,"高雄市","旗山區中洲里",906,26,124,756,0.0287,0.1369,0.8344
10405,"高雄市","旗山區南洲里",1399,34,252,1113,0.0243,0.1801,0.7956
10405,"高雄市","旗山區廣福里",644,14,96,534,0.0217,0.1491,0.8292
10405,"高雄市","美濃區福安里",2750,113,486,2151,0.0411,0.1767,0.7822
10405,"高雄市","美濃區合和里",2466,83,471,1912,0.0337,0.191,0.7753
10405,"高雄市","美濃區祿興里",2660,89,474,2097,0.0335,0.1782,0.7883
10405,"高雄市","美濃區中壇里",2196,67,396,1733,0.0305,0.1803,0.7892
10405,"高雄市","美濃區德興里",1599,52,242,1305,0.0325,0.1513,0.8161
10405,"高雄市","美濃區龍山里",2240,52,302,1886,0.0232,0.1348,0.842
10405,"高雄市","美濃區獅山里",2605,64,366,2175,0.0246,0.1405,0.8349
10405,"高雄市","美濃區龍肚里",1591,43,199,1349,0.027,0.1251,0.8479
10405,"高雄市","美濃區廣德里",1437,49,162,1226,0.0341,0.1127,0.8532
10405,"高雄市","美濃區興隆里",1263,28,170,1065,0.0222,0.1346,0.8432
10405,"高雄市","美濃區中圳里",2163,86,382,1695,0.0398,0.1766,0.7836
10405,"高雄市","美濃區東門里",1324,46,206,1072,0.0347,0.1556,0.8097
10405,"高雄市","美濃區泰安里",1596,80,322,1194,0.0501,0.2018,0.7481
10405,"高雄市","美濃區瀰濃里",2348,103,414,1831,0.0439,0.1763,0.7798
10405,"高雄市","美濃區清水里",1883,45,282,1556,0.0239,0.1498,0.8263
10405,"高雄市","美濃區吉洋里",2023,41,248,1734,0.0203,0.1226,0.8571
10405,"高雄市","美濃區吉和里",1464,33,225,1206,0.0225,0.1537,0.8238
10405,"高雄市","美濃區吉東里",1871,44,278,1549,0.0235,0.1486,0.8279
10405,"高雄市","美濃區廣林里",1598,35,198,1365,0.0219,0.1239,0.8542
10405,"高雄市","六龜區新威里",778,19,83,676,0.0244,0.1067,0.8689
10405,"高雄市","六龜區新興里",719,8,61,650,0.0111,0.0848,0.904
10405,"高雄市","六龜區新寮里",647,7,65,575,0.0108,0.1005,0.8887
10405,"高雄市","六龜區新發里",1041,12,104,925,0.0115,0.0999,0.8886
10405,"高雄市","六龜區荖濃里",1488,7,91,1390,0.0047,0.0612,0.9341
10405,"高雄市","六龜區六龜里",1041,14,92,935,0.0134,0.0884,0.8982
10405,"高雄市","六龜區義寶里",1108,28,181,899,0.0253,0.1634,0.8114
10405,"高雄市","六龜區興龍里",886,8,79,799,0.009,0.0892,0.9018
10405,"高雄市","六龜區中興里",1535,26,204,1305,0.0169,0.1329,0.8502
10405,"高雄市","六龜區寶來里",967,13,94,860,0.0134,0.0972,0.8893
10405,"高雄市","六龜區文武里",1603,12,173,1418,0.0075,0.1079,0.8846
10405,"高雄市","六龜區大津里",332,3,36,293,0.009,0.1084,0.8825
10405,"高雄市","甲仙區東安里",514,10,71,433,0.0195,0.1381,0.8424
10405,"高雄市","甲仙區西安里",952,26,145,781,0.0273,0.1523,0.8204
10405,"高雄市","甲仙區和安里",700,19,88,593,0.0271,0.1257,0.8471
10405,"高雄市","甲仙區大田里",1664,11,187,1466,0.0066,0.1124,0.881
10405,"高雄市","甲仙區寶隆里",723,8,59,656,0.0111,0.0816,0.9073
10405,"高雄市","甲仙區關山里",632,8,34,590,0.0127,0.0538,0.9335
10405,"高雄市","甲仙區小林里",550,2,44,504,0.0036,0.08,0.9164
10405,"高雄市","杉林區杉林里",691,4,42,645,0.0058,0.0608,0.9334
10405,"高雄市","杉林區木梓里",729,4,40,685,0.0055,0.0549,0.9396
10405,"高雄市","杉林區集來里",1402,16,84,1302,0.0114,0.0599,0.9287
10405,"高雄市","杉林區新庄里",1627,21,145,1461,0.0129,0.0891,0.898
10405,"高雄市","杉林區上平里",1723,30,233,1460,0.0174,0.1352,0.8474
10405,"高雄市","杉林區月眉里",1776,35,218,1523,0.0197,0.1227,0.8575
10405,"高雄市","杉林區月美里",1269,27,146,1096,0.0213,0.1151,0.8637
10405,"高雄市","杉林區大愛里",2074,17,230,1827,0.0082,0.1109,0.8809
10405,"高雄市","內門區溝坪里",1026,7,101,918,0.0068,0.0984,0.8947
10405,"高雄市","內門區金竹里",672,4,54,614,0.006,0.0804,0.9137
10405,"高雄市","內門區永富里",1018,6,83,929,0.0059,0.0815,0.9126
10405,"高雄市","內門區永吉里",445,8,41,396,0.018,0.0921,0.8899
10405,"高雄市","內門區永興里",450,9,41,400,0.02,0.0911,0.8889
10405,"高雄市","內門區石坑里",534,4,53,477,0.0075,0.0993,0.8933
10405,"高雄市","內門區內門里",1013,14,130,869,0.0138,0.1283,0.8578
10405,"高雄市","內門區內豊里",1302,26,171,1105,0.02,0.1313,0.8487
10405,"高雄市","內門區觀亭里",1800,37,247,1516,0.0206,0.1372,0.8422
10405,"高雄市","內門區中埔里",597,14,64,519,0.0235,0.1072,0.8693
10405,"高雄市","內門區內東里",864,15,96,753,0.0174,0.1111,0.8715
10405,"高雄市","內門區內南里",425,9,41,375,0.0212,0.0965,0.8824
10405,"高雄市","內門區東埔里",523,8,67,448,0.0153,0.1281,0.8566
10405,"高雄市","內門區三平里",709,6,48,655,0.0085,0.0677,0.9238
10405,"高雄市","內門區木柵里",625,4,38,583,0.0064,0.0608,0.9328
10405,"高雄市","內門區內興里",618,1,51,566,0.0016,0.0825,0.9159
10405,"高雄市","內門區瑞山里",345,3,28,314,0.0087,0.0812,0.9101
10405,"高雄市","內門區光興里",700,17,72,611,0.0243,0.1029,0.8729
10405,"高雄市","茂林區茂林里",722,5,123,594,0.0069,0.1704,0.8227
10405,"高雄市","茂林區萬山里",364,10,45,309,0.0275,0.1236,0.8489
10405,"高雄市","茂林區多納里",497,6,68,423,0.0121,0.1368,0.8511
10405,"高雄市","桃源區桃源里",797,7,141,649,0.0088,0.1769,0.8143
10405,"高雄市","桃源區寶山里",458,12,76,370,0.0262,0.1659,0.8079
10405,"高雄市","桃源區建山里",640,11,101,528,0.0172,0.1578,0.825
10405,"高雄市","桃源區高中里",616,14,90,512,0.0227,0.1461,0.8312
10405,"高雄市","桃源區勤和里",237,4,47,186,0.0169,0.1983,0.7848
10405,"高雄市","桃源區復興里",289,2,54,233,0.0069,0.1869,0.8062
10405,"高雄市","桃源區拉芙蘭里",237,6,52,179,0.0253,0.2194,0.7553
10405,"高雄市","桃源區梅山里",276,3,43,230,0.0109,0.1558,0.8333
10405,"高雄市","那瑪夏區達卡努瓦里",1358,23,204,1131,0.0169,0.1502,0.8328
10405,"高雄市","那瑪夏區瑪雅里",635,25,140,470,0.0394,0.2205,0.7402
10405,"高雄市","那瑪夏區南沙魯里",532,3,85,444,0.0056,0.1598,0.8346
10407,"高雄市","鹽埕區藍橋里",1370,85,340,945,0.062,0.2482,0.6898
10407,"高雄市","鹽埕區慈愛里",338,17,59,262,0.0503,0.1746,0.7751
10407,"高雄市","鹽埕區博愛里",674,32,127,515,0.0475,0.1884,0.7641
10407,"高雄市","鹽埕區壽星里",1381,80,307,994,0.0579,0.2223,0.7198
10407,"高雄市","鹽埕區中山里",1130,102,368,660,0.0903,0.3257,0.5841
10407,"高雄市","鹽埕區教仁里",2214,166,565,1483,0.075,0.2552,0.6698
10407,"高雄市","鹽埕區新樂里",902,86,269,547,0.0953,0.2982,0.6064
10407,"高雄市","鹽埕區中原里",645,45,170,430,0.0698,0.2636,0.6667
10407,"高雄市","鹽埕區光明里",1442,106,363,973,0.0735,0.2517,0.6748
10407,"高雄市","鹽埕區育仁里",795,59,207,529,0.0742,0.2604,0.6654
10407,"高雄市","鹽埕區河濱里",1756,167,502,1087,0.0951,0.2859,0.619
10407,"高雄市","鹽埕區沙地里",730,46,188,496,0.063,0.2575,0.6795
10407,"高雄市","鹽埕區南端里",1044,68,276,700,0.0651,0.2644,0.6705
10407,"高雄市","鹽埕區港都里",1154,51,274,829,0.0442,0.2374,0.7184
10407,"高雄市","鹽埕區江西里",1152,85,301,766,0.0738,0.2613,0.6649
10407,"高雄市","鹽埕區新豐里",836,61,185,590,0.073,0.2213,0.7057
10407,"高雄市","鹽埕區府北里",1993,80,365,1548,0.0401,0.1831,0.7767
10407,"高雄市","鹽埕區陸橋里",1293,63,292,938,0.0487,0.2258,0.7254
10407,"高雄市","鹽埕區瀨南里",630,36,141,453,0.0571,0.2238,0.719
10407,"高雄市","鹽埕區新化里",639,29,135,475,0.0454,0.2113,0.7433
10407,"高雄市","鹽埕區江南里",663,38,166,459,0.0573,0.2504,0.6923
10407,"高雄市","鼓山區鼓峰里",2082,79,464,1539,0.0379,0.2229,0.7392
10407,"高雄市","鼓山區雄峰里",2109,128,529,1452,0.0607,0.2508,0.6885
10407,"高雄市","鼓山區前峰里",4436,353,1221,2862,0.0796,0.2752,0.6452
10407,"高雄市","鼓山區光榮里",3636,183,793,2660,0.0503,0.2181,0.7316
10407,"高雄市","鼓山區民族里",1370,63,268,1039,0.046,0.1956,0.7584
10407,"高雄市","鼓山區內惟里",1177,56,217,904,0.0476,0.1844,0.7681
10407,"高雄市","鼓山區建國里",2427,151,596,1680,0.0622,0.2456,0.6922
10407,"高雄市","鼓山區忠正里",3983,192,879,2912,0.0482,0.2207,0.7311
10407,"高雄市","鼓山區自強里",763,56,254,453,0.0734,0.3329,0.5937
10407,"高雄市","鼓山區龍井里",1331,62,247,1022,0.0466,0.1856,0.7678
10407,"高雄市","鼓山區正德里",2084,100,441,1543,0.048,0.2116,0.7404
10407,"高雄市","鼓山區平和里",3619,211,877,2531,0.0583,0.2423,0.6994
10407,"高雄市","鼓山區民強里",2815,118,613,2084,0.0419,0.2178,0.7403
10407,"高雄市","鼓山區厚生里",3255,172,640,2443,0.0528,0.1966,0.7505
10407,"高雄市","鼓山區龍子里",14585,1865,4858,7862,0.1279,0.3331,0.539
10407,"高雄市","鼓山區龍水里",18733,3096,6777,8860,0.1653,0.3618,0.473
10407,"高雄市","鼓山區明誠里",16368,1742,5218,9408,0.1064,0.3188,0.5748
10407,"高雄市","鼓山區華豐里",4032,383,1223,2426,0.095,0.3033,0.6017
10407,"高雄市","鼓山區裕興里",3313,264,974,2075,0.0797,0.294,0.6263
10407,"高雄市","鼓山區裕豐里",2712,287,955,1470,0.1058,0.3521,0.542
10407,"高雄市","鼓山區鼓岩里",1318,37,204,1077,0.0281,0.1548,0.8171
10407,"高雄市","鼓山區樹德里",1196,61,242,893,0.051,0.2023,0.7467
10407,"高雄市","鼓山區寶樹里",1871,61,290,1520,0.0326,0.155,0.8124
10407,"高雄市","鼓山區興宗里",1371,80,234,1057,0.0584,0.1707,0.771
10407,"高雄市","鼓山區光化里",1338,36,251,1051,0.0269,0.1876,0.7855
10407,"高雄市","鼓山區山下里",1380,89,330,961,0.0645,0.2391,0.6964
10407,"高雄市","鼓山區河邊里",1545,56,306,1183,0.0362,0.1981,0.7657
10407,"高雄市","鼓山區綠川里",1530,63,274,1193,0.0412,0.1791,0.7797
10407,"高雄市","鼓山區登山里",667,24,132,511,0.036,0.1979,0.7661
10407,"高雄市","鼓山區峰南里",897,28,150,719,0.0312,0.1672,0.8016
10407,"高雄市","鼓山區麗興里",1003,48,201,754,0.0479,0.2004,0.7517
10407,"高雄市","鼓山區新民里",1060,40,202,818,0.0377,0.1906,0.7717
10407,"高雄市","鼓山區延平里",818,49,173,596,0.0599,0.2115,0.7286
10407,"高雄市","鼓山區維生里",1336,74,306,956,0.0554,0.229,0.7156
10407,"高雄市","鼓山區惠安里",1245,71,256,918,0.057,0.2056,0.7373
10407,"高雄市","鼓山區壽山里",1445,46,237,1162,0.0318,0.164,0.8042
10407,"高雄市","鼓山區哨船頭里",1046,55,203,788,0.0526,0.1941,0.7533
10407,"高雄市","鼓山區桃源里",635,64,139,432,0.1008,0.2189,0.6803
10407,"高雄市","左營區進學里",2682,76,387,2219,0.0283,0.1443,0.8274
10407,"高雄市","左營區尾西里",1117,53,235,829,0.0474,0.2104,0.7422
10407,"高雄市","左營區頂北里",569,26,135,408,0.0457,0.2373,0.717
10407,"高雄市","左營區中北里",664,13,114,537,0.0196,0.1717,0.8087
10407,"高雄市","左營區中南里",565,18,90,457,0.0319,0.1593,0.8088
10407,"高雄市","左營區廟東里",868,25,146,697,0.0288,0.1682,0.803
10407,"高雄市","左營區廟北里",946,33,138,775,0.0349,0.1459,0.8192
10407,"高雄市","左營區尾南里",768,19,122,627,0.0247,0.1589,0.8164
10407,"高雄市","左營區尾北里",3488,179,737,2572,0.0513,0.2113,0.7374
10407,"高雄市","左營區屏山里",1694,63,305,1326,0.0372,0.18,0.7828
10407,"高雄市","左營區祥和里",417,12,53,352,0.0288,0.1271,0.8441
10407,"高雄市","左營區永清里",937,39,198,700,0.0416,0.2113,0.7471
10407,"高雄市","左營區莒光里",1818,84,452,1282,0.0462,0.2486,0.7052
10407,"高雄市","左營區光輝里",2530,188,660,1682,0.0743,0.2609,0.6648
10407,"高雄市","左營區合群里",2499,190,687,1622,0.076,0.2749,0.6491
10407,"高雄市","左營區明建里",848,91,308,449,0.1073,0.3632,0.5295
10407,"高雄市","左營區頂西里",1040,49,199,792,0.0471,0.1913,0.7615
10407,"高雄市","左營區聖后里",793,34,130,629,0.0429,0.1639,0.7932
10407,"高雄市","左營區聖西里",363,18,77,268,0.0496,0.2121,0.7383
10407,"高雄市","左營區聖南里",544,34,101,409,0.0625,0.1857,0.7518
10407,"高雄市","左營區城南里",542,31,108,403,0.0572,0.1993,0.7435
10407,"高雄市","左營區路東里",769,52,165,552,0.0676,0.2146,0.7178
10407,"高雄市","左營區廍北里",469,16,76,377,0.0341,0.162,0.8038
10407,"高雄市","左營區廍南里",646,22,137,487,0.0341,0.2121,0.7539
10407,"高雄市","左營區埤西里",982,54,210,718,0.055,0.2138,0.7312
10407,"高雄市","左營區埤北里",1394,38,199,1157,0.0273,0.1428,0.83
10407,"高雄市","左營區埤東里",1086,31,209,846,0.0285,0.1924,0.779
10407,"高雄市","左營區海勝里",6055,231,1265,4559,0.0382,0.2089,0.7529
10407,"高雄市","左營區崇實里",3133,326,1051,1756,0.1041,0.3355,0.5605
10407,"高雄市","左營區自助里",406,23,134,249,0.0567,0.33,0.6133
10407,"高雄市","左營區果貿里",2859,174,819,1866,0.0609,0.2865,0.6527
10407,"高雄市","左營區果惠里",1623,55,377,1191,0.0339,0.2323,0.7338
10407,"高雄市","左營區果峰里",1745,59,352,1334,0.0338,0.2017,0.7645
10407,"高雄市","左營區新下里",13081,1288,3919,7874,0.0985,0.2996,0.6019
10407,"高雄市","左營區新上里",25776,2857,8333,14586,0.1108,0.3233,0.5659
10407,"高雄市","左營區新中里",5063,346,1237,3480,0.0683,0.2443,0.6873
10407,"高雄市","左營區新光里",13213,1311,3838,8064,0.0992,0.2905,0.6103
10407,"高雄市","左營區菜公里",28194,2544,8283,17367,0.0902,0.2938,0.616
10407,"高雄市","左營區福山里",33870,2746,9713,21411,0.0811,0.2868,0.6322
10407,"高雄市","楠梓區清豐里",20114,1503,5800,12811,0.0747,0.2884,0.6369
10407,"高雄市","楠梓區東寧里",4031,354,1235,2442,0.0878,0.3064,0.6058
10407,"高雄市","楠梓區五常里",5884,269,1387,4228,0.0457,0.2357,0.7186
10407,"高雄市","楠梓區享平里",3161,189,828,2144,0.0598,0.2619,0.6783
10407,"高雄市","楠梓區中陽里",2858,135,667,2056,0.0472,0.2334,0.7194
10407,"高雄市","楠梓區惠楠里",3219,153,728,2338,0.0475,0.2262,0.7263
10407,"高雄市","楠梓區惠民里",3934,243,1008,2683,0.0618,0.2562,0.682
10407,"高雄市","楠梓區惠豐里",4747,308,1280,3159,0.0649,0.2696,0.6655
10407,"高雄市","楠梓區錦屏里",3483,205,872,2406,0.0589,0.2504,0.6908
10407,"高雄市","楠梓區玉屏里",2499,95,554,1850,0.038,0.2217,0.7403
10407,"高雄市","楠梓區金田里",3400,160,773,2467,0.0471,0.2274,0.7256
10407,"高雄市","楠梓區稔田里",1638,65,335,1238,0.0397,0.2045,0.7558
10407,"高雄市","楠梓區瑞屏里",3953,249,969,2735,0.063,0.2451,0.6919
10407,"高雄市","楠梓區翠屏里",15453,894,4400,10159,0.0579,0.2847,0.6574
10407,"高雄市","楠梓區宏南里",1323,254,554,515,0.192,0.4187,0.3893
10407,"高雄市","楠梓區宏毅里",2697,194,715,1788,0.0719,0.2651,0.663
10407,"高雄市","楠梓區宏榮里",2787,297,755,1735,0.1066,0.2709,0.6225
10407,"高雄市","楠梓區廣昌里",3131,138,672,2321,0.0441,0.2146,0.7413
10407,"高雄市","楠梓區久昌里",2687,114,637,1936,0.0424,0.2371,0.7205
10407,"高雄市","楠梓區大昌里",2231,90,454,1687,0.0403,0.2035,0.7562
10407,"高雄市","楠梓區福昌里",2124,105,489,1530,0.0494,0.2302,0.7203
10407,"高雄市","楠梓區盛昌里",5455,385,1600,3470,0.0706,0.2933,0.6361
10407,"高雄市","楠梓區泰昌里",1535,64,295,1176,0.0417,0.1922,0.7661
10407,"高雄市","楠梓區興昌里",4383,317,1183,2883,0.0723,0.2699,0.6578
10407,"高雄市","楠梓區建昌里",2750,148,646,1956,0.0538,0.2349,0.7113
10407,"高雄市","楠梓區宏昌里",3158,212,884,2062,0.0671,0.2799,0.6529
10407,"高雄市","楠梓區和昌里",2161,153,555,1453,0.0708,0.2568,0.6724
10407,"高雄市","楠梓區慶昌里",3318,334,1018,1966,0.1007,0.3068,0.5925
10407,"高雄市","楠梓區隆昌里",3537,249,917,2371,0.0704,0.2593,0.6703
10407,"高雄市","楠梓區秀昌里",2210,145,588,1477,0.0656,0.2661,0.6683
10407,"高雄市","楠梓區裕昌里",4261,276,1109,2876,0.0648,0.2603,0.675
10407,"高雄市","楠梓區國昌里",3581,200,866,2515,0.0559,0.2418,0.7023
10407,"高雄市","楠梓區加昌里",8389,506,2274,5609,0.0603,0.2711,0.6686
10407,"高雄市","楠梓區仁昌里",4923,289,1272,3362,0.0587,0.2584,0.6829
10407,"高雄市","楠梓區藍田里",5256,653,1775,2828,0.1242,0.3377,0.5381
10407,"高雄市","楠梓區中興里",1570,112,386,1072,0.0713,0.2459,0.6828
10407,"高雄市","楠梓區中和里",2062,125,542,1395,0.0606,0.2629,0.6765
10407,"高雄市","三民區安東里",3040,298,874,1868,0.098,0.2875,0.6145
10407,"高雄市","三民區安和里",2609,213,685,1711,0.0816,0.2626,0.6558
10407,"高雄市","三民區達德里",1410,133,455,822,0.0943,0.3227,0.583
10407,"高雄市","三民區達明里",1562,157,433,972,0.1005,0.2772,0.6223
10407,"高雄市","三民區達仁里",1555,159,490,906,0.1023,0.3151,0.5826
10407,"高雄市","三民區達勇里",1076,96,283,697,0.0892,0.263,0.6478
10407,"高雄市","三民區同德里",2823,266,803,1754,0.0942,0.2844,0.6213
10407,"高雄市","三民區德智里",2345,229,672,1444,0.0977,0.2866,0.6158
10407,"高雄市","三民區德仁里",2031,225,552,1254,0.1108,0.2718,0.6174
10407,"高雄市","三民區安生里",1485,111,364,1010,0.0747,0.2451,0.6801
10407,"高雄市","三民區德東里",822,67,231,524,0.0815,0.281,0.6375
10407,"高雄市","三民區德行里",1148,89,306,753,0.0775,0.2666,0.6559
10407,"高雄市","三民區精華里",1588,151,456,981,0.0951,0.2872,0.6178
10407,"高雄市","三民區民享里",2159,200,589,1370,0.0926,0.2728,0.6346
10407,"高雄市","三民區安宜里",3210,212,784,2214,0.066,0.2442,0.6897
10407,"高雄市","三民區安泰里",4021,336,1034,2651,0.0836,0.2571,0.6593
10407,"高雄市","三民區安邦里",4008,333,1015,2660,0.0831,0.2532,0.6637
10407,"高雄市","三民區十全里",1649,102,441,1106,0.0619,0.2674,0.6707
10407,"高雄市","三民區十美里",1923,155,482,1286,0.0806,0.2507,0.6687
10407,"高雄市","三民區德北里",1949,130,436,1383,0.0667,0.2237,0.7096
10407,"高雄市","三民區立誠里",773,51,214,508,0.066,0.2768,0.6572
10407,"高雄市","三民區立業里",1034,42,262,730,0.0406,0.2534,0.706
10407,"高雄市","三民區港東里",1473,94,311,1068,0.0638,0.2111,0.7251
10407,"高雄市","三民區港新里",1472,159,438,875,0.108,0.2976,0.5944
10407,"高雄市","三民區港西里",795,47,184,564,0.0591,0.2314,0.7094
