"統計年月","縣市","行政區域","出生數","出生數.男","出生數.女","死亡數","死亡數.男","死亡數.女","結婚對數","離婚對數"
10411,"高雄市","大社區翠屏里",3,0,3,4,3,1,1,1
10411,"高雄市","大社區大社里",13,8,5,10,6,4,8,2
10411,"高雄市","大社區觀音里",7,5,2,5,5,0,7,3
10411,"高雄市","大社區嘉誠里",1,0,1,2,2,0,0,0
10411,"高雄市","大社區三奶里",2,0,2,3,2,1,2,2
10411,"高雄市","大社區神農里",8,5,3,8,6,2,5,0
10411,"高雄市","大社區中里里",5,2,3,9,5,4,9,3
10411,"高雄市","大樹區大坑里",6,1,5,1,1,0,2,0
10411,"高雄市","大樹區大樹里",4,2,2,4,2,2,4,2
10411,"高雄市","大樹區姑山里",1,0,1,3,1,2,4,0
10411,"高雄市","大樹區和山里",0,0,0,0,0,0,0,0
10411,"高雄市","大樹區井腳里",1,1,0,4,3,1,1,0
10411,"高雄市","大樹區九曲里",8,6,2,4,3,1,4,1
10411,"高雄市","大樹區久堂里",4,2,2,9,6,3,9,3
10411,"高雄市","大樹區龍目里",2,0,2,3,2,1,1,1
10411,"高雄市","大樹區三和里",1,1,0,2,1,1,1,0
10411,"高雄市","大樹區檨腳里",9,6,3,4,2,2,4,0
10411,"高雄市","大樹區水安里",5,3,2,2,0,2,0,1
10411,"高雄市","大樹區水寮里",7,5,2,3,1,2,3,1
10411,"高雄市","大樹區統嶺里",2,1,1,2,2,0,1,0
10411,"高雄市","大樹區溪埔里",1,1,0,4,2,2,2,1
10411,"高雄市","大樹區小坪里",3,0,3,4,2,2,0,0
10411,"高雄市","大樹區興山里",0,0,0,3,3,0,1,1
10411,"高雄市","大樹區興田里",4,1,3,4,2,2,3,0
10411,"高雄市","大樹區竹寮里",7,1,6,2,0,2,3,1
10411,"高雄市","鳳山二保安里",20,11,9,4,1,3,13,2
10411,"高雄市","鳳山二大德里",8,5,3,6,3,3,8,1
10411,"高雄市","鳳山二二甲里",4,0,4,4,4,0,6,3
10411,"高雄市","鳳山二福誠里",11,8,3,5,1,4,12,2
10411,"高雄市","鳳山二福祥里",6,4,2,1,1,0,5,2
10411,"高雄市","鳳山二福興里",11,9,2,15,6,9,11,4
10411,"高雄市","鳳山二富甲里",3,3,0,3,2,1,1,1
10411,"高雄市","鳳山二富榮里",5,0,5,4,3,1,6,1
10411,"高雄市","鳳山二國富里",2,1,1,1,1,0,3,1
10411,"高雄市","鳳山二國光里",4,1,3,4,2,2,10,0
10411,"高雄市","鳳山二國隆里",4,2,2,5,3,2,11,1
10411,"高雄市","鳳山二國泰里",4,2,2,6,2,4,3,2
10411,"高雄市","鳳山二過埤里",47,19,28,7,2,5,31,10
10411,"高雄市","鳳山二海洋里",5,3,2,2,1,1,5,2
10411,"高雄市","鳳山二老爺里",17,8,9,3,2,1,8,5
10411,"高雄市","鳳山二龍成里",4,1,3,3,1,2,4,0
10411,"高雄市","鳳山二南成里",21,11,10,8,3,5,8,2
10411,"高雄市","鳳山二南和里",4,3,1,5,2,3,3,4
10411,"高雄市","鳳山二善美里",10,6,4,7,2,5,9,2
10411,"高雄市","鳳山二天興里",9,4,5,11,3,8,10,3
10411,"高雄市","鳳山二五福里",6,2,4,3,0,3,3,2
10411,"高雄市","鳳山二武漢里",12,4,8,6,5,1,5,3
10411,"高雄市","鳳山二武慶里",2,2,0,5,4,1,5,2
10411,"高雄市","鳳山二新富里",10,7,3,5,2,3,5,2
10411,"高雄市","鳳山二新甲里",5,3,2,6,3,3,7,1
10411,"高雄市","鳳山二新樂里",2,1,1,2,1,1,4,4
10411,"高雄市","鳳山二新強里",13,9,4,8,3,5,8,2
10411,"高雄市","鳳山二新泰里",11,6,5,4,3,1,10,3
10411,"高雄市","鳳山二新武里",3,1,2,2,2,0,4,2
10411,"高雄市","鳳山二一甲里",4,3,1,8,7,1,6,2
10411,"高雄市","鳳山二鎮南里",5,1,4,6,4,2,17,1
10411,"高雄市","鳳山二正義里",14,10,4,6,3,3,6,2
10411,"高雄市","鳳山二中崙里",5,1,4,1,1,0,4,0
10411,"高雄市","鳳山二中民里",14,8,6,2,1,1,8,1
10411,"高雄市","鳳山二中榮里",8,8,0,4,4,0,3,0
10411,"高雄市","鳳山一北門里",7,4,3,6,5,1,10,3
10411,"高雄市","鳳山一曹公里",3,2,1,4,3,1,5,0
10411,"高雄市","鳳山一成功里",4,1,3,0,0,0,1,1
10411,"高雄市","鳳山一誠德里",0,0,0,3,1,2,4,1
10411,"高雄市","鳳山一誠信里",2,1,1,7,6,1,3,1
10411,"高雄市","鳳山一誠義里",7,3,4,4,2,2,7,3
10411,"高雄市","鳳山一誠智里",2,1,1,5,4,1,3,1
10411,"高雄市","鳳山一東門里",12,6,6,12,8,4,10,4
10411,"高雄市","鳳山一鳳東里",14,7,7,6,3,3,8,1
10411,"高雄市","鳳山一鳳崗里",1,0,1,3,1,2,2,1
10411,"高雄市","鳳山一光明里",3,2,1,0,0,0,2,1
10411,"高雄市","鳳山一海光里",5,3,2,9,6,3,6,3
10411,"高雄市","鳳山一和德里",3,2,1,4,3,1,2,1
10411,"高雄市","鳳山一和興里",6,4,2,8,6,2,3,1
10411,"高雄市","鳳山一南興里",1,1,0,2,2,0,1,0
10411,"高雄市","鳳山一埤頂里",17,11,6,5,3,2,9,6
10411,"高雄市","鳳山一瑞興里",13,5,8,8,6,2,8,0
10411,"高雄市","鳳山一瑞竹里",4,3,1,6,5,1,6,0
10411,"高雄市","鳳山一三民里",1,1,0,0,0,0,2,0
10411,"高雄市","鳳山一生明里",2,2,0,4,1,3,2,0
10411,"高雄市","鳳山一文德里",20,8,12,10,5,5,12,1
10411,"高雄市","鳳山一文福里",22,10,12,9,6,3,11,6
10411,"高雄市","鳳山一文衡里",8,6,2,2,1,1,11,0
10411,"高雄市","鳳山一文華里",15,10,5,10,8,2,13,2
10411,"高雄市","鳳山一文山里",11,4,7,1,1,0,9,4
10411,"高雄市","鳳山一文英里",8,3,5,3,2,1,6,1
10411,"高雄市","鳳山一武松里",4,0,4,7,2,5,5,2
10411,"高雄市","鳳山一縣口里",1,0,1,0,0,0,1,0
10411,"高雄市","鳳山一縣衙里",1,0,1,1,0,1,2,0
10411,"高雄市","鳳山一協和里",8,5,3,1,0,1,5,1
10411,"高雄市","鳳山一新興里",1,0,1,6,5,1,1,3
10411,"高雄市","鳳山一興仁里",4,1,3,7,5,2,8,3
10411,"高雄市","鳳山一興中里",1,1,0,2,1,1,0,0
10411,"高雄市","鳳山一鎮北里",23,12,11,5,2,3,21,6
10411,"高雄市","鳳山一鎮東里",3,1,2,1,0,1,3,0
10411,"高雄市","鳳山一鎮西里",7,4,3,8,5,3,5,2
10411,"高雄市","鳳山一中和里",9,3,6,6,4,2,6,0
10411,"高雄市","鳳山一中正里",4,0,4,9,7,2,6,3
10411,"高雄市","鳳山一忠誠里",9,3,6,5,4,1,9,2
10411,"高雄市","鳳山一忠孝里",14,5,9,10,5,5,11,0
10411,"高雄市","鳳山一忠義里",13,5,8,8,2,6,9,4
10411,"高雄市","岡山區白米里",4,2,2,4,4,0,3,2
10411,"高雄市","岡山區本洲里",1,0,1,3,1,2,2,1
10411,"高雄市","岡山區碧紅里",8,3,5,3,0,3,6,3
10411,"高雄市","岡山區程香里",5,3,2,2,1,1,4,2
10411,"高雄市","岡山區大遼里",1,1,0,4,3,1,2,0
10411,"高雄市","岡山區大莊里",4,3,1,0,0,0,1,0
10411,"高雄市","岡山區福興里",3,1,2,4,3,1,1,1
10411,"高雄市","岡山區岡山里",10,5,5,6,5,1,3,4
10411,"高雄市","岡山區和平里",1,1,0,0,0,0,0,0
10411,"高雄市","岡山區後紅里",6,4,2,7,5,2,5,2
10411,"高雄市","岡山區後協里",9,6,3,5,2,3,9,3
10411,"高雄市","岡山區華崗里",4,2,2,1,1,0,5,0
10411,"高雄市","岡山區嘉峰里",2,1,1,4,3,1,2,0
10411,"高雄市","岡山區嘉興里",5,2,3,3,2,1,3,1
10411,"高雄市","岡山區劉厝里",0,0,0,3,2,1,2,1
10411,"高雄市","岡山區平安里",1,0,1,4,4,0,2,0
10411,"高雄市","岡山區前峰里",4,4,0,3,3,0,4,1
10411,"高雄市","岡山區仁壽里",8,6,2,5,5,0,4,2
10411,"高雄市","岡山區仁義里",1,0,1,6,6,0,3,2
10411,"高雄市","岡山區三和里",1,0,1,2,1,1,0,2
10411,"高雄市","岡山區石潭里",3,2,1,0,0,0,4,1
10411,"高雄市","岡山區壽峰里",4,4,0,3,2,1,4,1
10411,"高雄市","岡山區壽天里",7,4,3,4,1,3,3,2
10411,"高雄市","岡山區台上里",13,10,3,3,1,2,6,2
10411,"高雄市","岡山區潭底里",1,1,0,2,2,0,0,1
10411,"高雄市","岡山區灣裡里",8,5,3,2,1,1,2,2
10411,"高雄市","岡山區維仁里",1,0,1,1,0,1,1,1
10411,"高雄市","岡山區為隨里",2,0,2,0,0,0,2,0
10411,"高雄市","岡山區協和里",5,5,0,1,0,1,5,3
10411,"高雄市","岡山區協榮里",1,0,1,1,0,1,2,1
10411,"高雄市","岡山區信義里",6,3,3,3,3,0,1,0
10411,"高雄市","岡山區忠孝里",3,1,2,12,7,5,2,3
10411,"高雄市","岡山區竹圍里",15,9,6,8,2,6,8,5
10411,"高雄市","鼓山區寶樹里",1,1,0,5,5,0,2,1
10411,"高雄市","鼓山區登山里",0,0,0,1,1,0,1,1
10411,"高雄市","鼓山區峰南里",0,0,0,1,1,0,1,0
10411,"高雄市","鼓山區鼓峰里",1,0,1,0,0,0,2,0
10411,"高雄市","鼓山區鼓岩里",2,0,2,2,0,2,0,3
10411,"高雄市","鼓山區光化里",0,0,0,2,1,1,4,0
10411,"高雄市","鼓山區光榮里",6,1,5,12,5,7,5,5
10411,"高雄市","鼓山區河邊里",0,0,0,2,2,0,2,0
10411,"高雄市","鼓山區厚生里",7,2,5,6,5,1,3,3
10411,"高雄市","鼓山區華豐里",6,2,4,6,5,1,6,0
10411,"高雄市","鼓山區惠安里",3,3,0,3,3,0,4,0
10411,"高雄市","鼓山區建國里",2,1,1,2,1,1,0,3
10411,"高雄市","鼓山區麗興里",0,0,0,2,2,0,2,1
10411,"高雄市","鼓山區龍井里",1,0,1,1,0,1,0,3
10411,"高雄市","鼓山區龍水里",54,33,21,10,6,4,42,14
10411,"高雄市","鼓山區龍子里",38,16,22,7,5,2,26,8
10411,"高雄市","鼓山區綠川里",8,4,4,2,1,1,4,1
10411,"高雄市","鼓山區民強里",1,1,0,5,4,1,4,0
10411,"高雄市","鼓山區民族里",2,1,1,5,4,1,3,1
10411,"高雄市","鼓山區明誠里",36,22,14,16,9,7,23,11
10411,"高雄市","鼓山區內惟里",3,2,1,1,1,0,2,0
10411,"高雄市","鼓山區平和里",11,3,8,1,1,0,5,2
10411,"高雄市","鼓山區前峰里",4,3,1,7,7,0,8,2
10411,"高雄市","鼓山區山下里",2,0,2,3,3,0,2,0
10411,"高雄市","鼓山區哨船頭里",0,0,0,1,0,1,3,0
10411,"高雄市","鼓山區壽山里",2,1,1,2,1,1,1,2
10411,"高雄市","鼓山區樹德里",1,1,0,5,4,1,0,0
10411,"高雄市","鼓山區桃源里",0,0,0,0,0,0,1,1
10411,"高雄市","鼓山區維生里",6,2,4,5,3,2,3,0
10411,"高雄市","鼓山區新民里",2,1,1,2,0,2,2,0
10411,"高雄市","鼓山區興宗里",0,0,0,3,2,1,2,1
10411,"高雄市","鼓山區雄峰里",1,1,0,3,1,2,1,0
10411,"高雄市","鼓山區延平里",2,1,1,4,2,2,1,0
10411,"高雄市","鼓山區裕豐里",2,0,2,2,0,2,1,1
10411,"高雄市","鼓山區裕興里",5,2,3,7,5,2,2,1
10411,"高雄市","鼓山區正德里",1,1,0,4,2,2,1,1
10411,"高雄市","鼓山區忠正里",3,2,1,9,5,4,7,1
10411,"高雄市","鼓山區自強里",0,0,0,4,4,0,0,0
10411,"高雄市","湖內區大湖里",5,3,2,6,5,1,6,4
10411,"高雄市","湖內區公舘里",6,2,4,2,1,1,3,0
10411,"高雄市","湖內區海埔里",2,2,0,5,3,2,0,0
10411,"高雄市","湖內區海山里",2,1,1,4,1,3,1,0
10411,"高雄市","湖內區湖東里",7,4,3,1,1,0,5,2
10411,"高雄市","湖內區湖內里",6,2,4,4,2,2,10,1
10411,"高雄市","湖內區劉家里",0,0,0,1,0,1,2,0
10411,"高雄市","湖內區太爺里",2,0,2,0,0,0,1,0
10411,"高雄市","湖內區田尾里",3,1,2,3,2,1,2,1
10411,"高雄市","湖內區文賢里",2,1,1,4,0,4,0,3
10411,"高雄市","湖內區葉厝里",7,2,5,3,0,3,5,0
10411,"高雄市","湖內區逸賢里",3,2,1,0,0,0,1,0
10411,"高雄市","湖內區中賢里",5,1,4,2,0,2,1,1
10411,"高雄市","湖內區忠興里",2,1,1,1,1,0,0,1
10411,"高雄市","茄萣區白雲里",1,1,0,1,0,1,2,0
10411,"高雄市","茄萣區保定里",3,2,1,1,0,1,4,0
10411,"高雄市","茄萣區大定里",2,2,0,4,2,2,1,0
10411,"高雄市","茄萣區福德里",0,0,0,1,1,0,1,2
10411,"高雄市","茄萣區光定里",1,1,0,2,1,1,2,0
10411,"高雄市","茄萣區和協里",1,0,1,5,3,2,3,0
10411,"高雄市","茄萣區吉定里",1,0,1,1,1,0,2,0
10411,"高雄市","茄萣區嘉安里",4,3,1,2,1,1,3,0
10411,"高雄市","茄萣區嘉賜里",10,5,5,1,1,0,8,1
10411,"高雄市","茄萣區嘉定里",1,1,0,4,1,3,4,1
10411,"高雄市","茄萣區嘉福里",4,3,1,3,3,0,1,1
10411,"高雄市","茄萣區嘉樂里",2,2,0,2,1,1,1,0
10411,"高雄市","茄萣區嘉泰里",1,0,1,7,6,1,2,1
10411,"高雄市","茄萣區崎漏里",10,1,9,7,4,3,6,4
10411,"高雄市","茄萣區萬福里",1,1,0,2,0,2,1,0
10411,"高雄市","甲仙區寶隆里",2,1,1,4,4,0,2,0
10411,"高雄市","甲仙區大田里",1,1,0,1,1,0,2,0
10411,"高雄市","甲仙區東安里",0,0,0,0,0,0,0,0
10411,"高雄市","甲仙區關山里",0,0,0,1,1,0,0,0
10411,"高雄市","甲仙區和安里",3,3,0,1,1,0,0,0
10411,"高雄市","甲仙區西安里",2,2,0,0,0,0,2,0
10411,"高雄市","甲仙區小林里",0,0,0,1,0,1,1,0
10411,"高雄市","林園區北汕里",2,0,2,4,2,2,2,2
10411,"高雄市","林園區頂厝里",16,6,10,6,4,2,8,1
10411,"高雄市","林園區東林里",3,2,1,3,1,2,9,0
10411,"高雄市","林園區東汕里",0,0,0,1,1,0,1,0
10411,"高雄市","林園區鳳芸里",3,1,2,2,1,1,2,1
10411,"高雄市","林園區港埔里",2,2,0,2,0,2,2,0
10411,"高雄市","林園區港嘴里",3,1,2,3,3,0,2,1
10411,"高雄市","林園區龔厝里",6,2,4,0,0,0,7,0
10411,"高雄市","林園區廣應里",11,8,3,5,1,4,13,2
10411,"高雄市","林園區林家里",1,0,1,4,2,2,1,0
10411,"高雄市","林園區林內里",2,2,0,3,2,1,1,1
10411,"高雄市","林園區林園里",4,0,4,3,3,0,9,1
10411,"高雄市","林園區仁愛里",8,3,5,7,6,1,4,1
10411,"高雄市","林園區潭頭里",6,4,2,5,3,2,2,1
10411,"高雄市","林園區王公里",7,6,1,3,2,1,3,3
10411,"高雄市","林園區文賢里",4,3,1,4,4,0,3,0
10411,"高雄市","林園區五福里",6,3,3,7,4,3,2,2
10411,"高雄市","林園區溪州里",4,1,3,4,4,0,5,1
10411,"高雄市","林園區西汕里",1,1,0,0,0,0,0,0
10411,"高雄市","林園區西溪里",8,5,3,4,2,2,7,2
10411,"高雄市","林園區中厝里",3,0,3,7,4,3,3,2
10411,"高雄市","林園區中門里",8,1,7,6,4,2,2,1
10411,"高雄市","林園區中汕里",4,3,1,5,3,2,2,2
10411,"高雄市","林園區中芸里",2,2,0,4,3,1,3,2
10411,"高雄市","苓雅區安祥里",1,1,0,2,2,0,3,0
10411,"高雄市","苓雅區博仁里",0,0,0,3,1,2,1,0
10411,"高雄市","苓雅區朝陽里",5,2,3,0,0,0,2,0
10411,"高雄市","苓雅區城北里",1,0,1,4,2,2,2,0
10411,"高雄市","苓雅區城東里",3,1,2,0,0,0,2,0
10411,"高雄市","苓雅區城西里",2,1,1,2,1,1,1,0
10411,"高雄市","苓雅區福地里",3,2,1,5,3,2,6,0
10411,"高雄市","苓雅區福東里",2,1,1,3,2,1,6,1
10411,"高雄市","苓雅區福海里",1,0,1,3,2,1,1,1
10411,"高雄市","苓雅區福居里",8,3,5,9,5,4,4,3
10411,"高雄市","苓雅區福康里",2,1,1,7,4,3,5,0
10411,"高雄市","苓雅區福隆里",3,2,1,0,0,0,0,0
10411,"高雄市","苓雅區福南里",1,1,0,7,3,4,0,0
10411,"高雄市","苓雅區福人里",0,0,0,4,2,2,2,0
10411,"高雄市","苓雅區福壽里",1,1,0,2,1,1,1,0
10411,"高雄市","苓雅區福西里",2,1,1,2,2,0,4,0
10411,"高雄市","苓雅區福祥里",3,1,2,0,0,0,1,1
10411,"高雄市","苓雅區鼓中里",2,2,0,6,2,4,3,0
10411,"高雄市","苓雅區光華里",1,1,0,2,0,2,1,0
10411,"高雄市","苓雅區廣澤里",1,0,1,4,4,0,2,0
10411,"高雄市","苓雅區和煦里",3,2,1,2,1,1,3,1
10411,"高雄市","苓雅區華堂里",5,4,1,5,3,2,4,1
10411,"高雄市","苓雅區建軍里",3,2,1,1,1,0,5,0
10411,"高雄市","苓雅區凱旋里",0,0,0,3,1,2,2,2
10411,"高雄市","苓雅區林安里",2,1,1,3,3,0,2,0
10411,"高雄市","苓雅區林德里",1,0,1,3,3,0,2,1
10411,"高雄市","苓雅區林富里",3,1,2,3,3,0,3,2
10411,"高雄市","苓雅區林貴里",5,4,1,4,3,1,3,0
10411,"高雄市","苓雅區林華里",2,2,0,5,3,2,2,2
10411,"高雄市","苓雅區林靖里",1,1,0,1,1,0,2,1
10411,"高雄市","苓雅區林南里",5,3,2,2,2,0,6,1
10411,"高雄市","苓雅區林泉里",4,1,3,1,1,0,1,1
10411,"高雄市","苓雅區林榮里",9,3,6,5,3,2,4,0
10411,"高雄市","苓雅區林圍里",1,1,0,1,1,0,3,2
10411,"高雄市","苓雅區林西里",2,0,2,2,1,1,0,0
10411,"高雄市","苓雅區林興里",2,2,0,0,0,0,0,1
10411,"高雄市","苓雅區林中里",7,2,5,4,2,2,6,0
10411,"高雄市","苓雅區苓東里",2,0,2,1,1,0,4,2
10411,"高雄市","苓雅區苓昇里",2,2,0,5,2,3,2,2
10411,"高雄市","苓雅區苓雅里",1,1,0,4,3,1,1,1
10411,"高雄市","苓雅區苓中里",6,4,2,5,2,3,3,2
10411,"高雄市","苓雅區苓洲里",1,1,0,4,1,3,6,1
10411,"高雄市","苓雅區美田里",1,1,0,3,2,1,0,0
10411,"高雄市","苓雅區民主里",6,5,1,2,1,1,4,2
10411,"高雄市","苓雅區普天里",5,3,2,4,3,1,5,3
10411,"高雄市","苓雅區普照里",7,3,4,3,1,2,4,0
10411,"高雄市","苓雅區晴朗里",0,0,0,5,4,1,1,1
10411,"高雄市","苓雅區人和里",0,0,0,5,2,3,1,0
10411,"高雄市","苓雅區仁政里",0,0,0,4,3,1,1,0
10411,"高雄市","苓雅區日中里",1,1,0,4,1,3,3,0
10411,"高雄市","苓雅區尚義里",2,1,1,0,0,0,2,0
10411,"高雄市","苓雅區田西里",6,4,2,2,1,1,4,0
10411,"高雄市","苓雅區同慶里",2,1,1,2,1,1,0,1
10411,"高雄市","苓雅區衛武里",1,1,0,2,1,1,1,1
10411,"高雄市","苓雅區文昌里",5,1,4,4,2,2,3,4
10411,"高雄市","苓雅區五福里",7,3,4,8,5,3,6,0
10411,"高雄市","苓雅區五權里",2,2,0,3,1,2,7,2
10411,"高雄市","苓雅區意誠里",5,2,3,5,3,2,8,5
10411,"高雄市","苓雅區英明里",4,3,1,4,3,1,2,2
10411,"高雄市","苓雅區永康里",5,1,4,5,3,2,2,1
10411,"高雄市","苓雅區正大里",5,2,3,4,4,0,10,3
10411,"高雄市","苓雅區正道里",10,6,4,8,4,4,8,2
10411,"高雄市","苓雅區正仁里",1,0,1,0,0,0,6,2
10411,"高雄市","苓雅區正文里",3,2,1,3,1,2,4,1
10411,"高雄市","苓雅區正心里",6,2,4,6,3,3,3,1
10411,"高雄市","苓雅區正言里",1,0,1,4,4,0,3,1
10411,"高雄市","苓雅區正義里",4,2,2,1,1,0,7,0
10411,"高雄市","苓雅區中正里",4,2,2,3,1,2,8,0
10411,"高雄市","苓雅區奏捷里",1,1,0,4,2,2,2,1
10411,"高雄市","六龜區寶來里",2,1,1,3,1,2,0,0
10411,"高雄市","六龜區大津里",0,0,0,0,0,0,0,0
10411,"高雄市","六龜區荖濃里",3,1,2,7,6,1,2,0
10411,"高雄市","六龜區六龜里",0,0,0,4,2,2,3,2
10411,"高雄市","六龜區文武里",0,0,0,6,3,3,1,2
10411,"高雄市","六龜區新發里",1,1,0,2,2,0,0,1
10411,"高雄市","六龜區新寮里",1,1,0,3,1,2,1,0
10411,"高雄市","六龜區新威里",0,0,0,2,0,2,0,0
10411,"高雄市","六龜區新興里",1,1,0,3,2,1,1,0
10411,"高雄市","六龜區興龍里",1,1,0,4,2,2,0,0
10411,"高雄市","六龜區義寶里",1,1,0,2,1,1,1,0
10411,"高雄市","六龜區中興里",2,0,2,0,0,0,1,2
10411,"高雄市","路竹區北嶺里",1,1,0,3,1,2,0,0
10411,"高雄市","路竹區頂寮里",3,1,2,3,3,0,1,0
10411,"高雄市","路竹區後鄉里",2,0,2,2,1,1,1,1
10411,"高雄市","路竹區甲北里",7,3,4,4,3,1,2,1
10411,"高雄市","路竹區甲南里",4,2,2,7,6,1,4,0
10411,"高雄市","路竹區三爺里",2,2,0,3,1,2,0,0
10411,"高雄市","路竹區社東里",0,0,0,3,1,2,3,0
10411,"高雄市","路竹區社南里",7,3,4,1,1,0,4,1
10411,"高雄市","路竹區社西里",5,3,2,5,3,2,5,0
10411,"高雄市","路竹區社中里",0,0,0,3,2,1,0,2
10411,"高雄市","路竹區文北里",5,3,2,5,1,4,1,1
10411,"高雄市","路竹區文南里",4,2,2,3,2,1,6,0
10411,"高雄市","路竹區下坑里",4,2,2,6,4,2,4,0
10411,"高雄市","路竹區新達里",1,1,0,1,1,0,2,0
10411,"高雄市","路竹區鴨寮里",1,1,0,3,3,0,6,0
10411,"高雄市","路竹區竹東里",9,5,4,3,1,2,2,1
10411,"高雄市","路竹區竹滬里",4,3,1,9,5,4,7,0
10411,"高雄市","路竹區竹南里",5,2,3,2,2,0,10,1
10411,"高雄市","路竹區竹西里",1,0,1,2,1,1,5,0
10411,"高雄市","路竹區竹園里",1,1,0,2,0,2,0,0
10411,"高雄市","茂林區多納里",1,0,1,0,0,0,0,0
10411,"高雄市","茂林區茂林里",2,2,0,3,1,2,1,1
10411,"高雄市","茂林區萬山里",1,0,1,0,0,0,0,0
10411,"高雄市","美濃區德興里",2,1,1,0,0,0,1,1
10411,"高雄市","美濃區東門里",0,0,0,5,2,3,1,1
10411,"高雄市","美濃區福安里",2,0,2,6,2,4,2,0
10411,"高雄市","美濃區廣德里",3,1,2,1,1,0,1,0
10411,"高雄市","美濃區廣林里",2,1,1,3,1,2,3,0
10411,"高雄市","美濃區合和里",2,1,1,5,3,2,1,2
10411,"高雄市","美濃區吉東里",2,1,1,5,2,3,1,0
10411,"高雄市","美濃區吉和里",3,2,1,3,1,2,3,0
10411,"高雄市","美濃區吉洋里",2,0,2,11,10,1,5,0
10411,"高雄市","美濃區龍肚里",3,1,2,3,2,1,0,1
10411,"高雄市","美濃區龍山里",1,0,1,6,5,1,1,0
10411,"高雄市","美濃區祿興里",4,3,1,3,2,1,7,2
10411,"高雄市","美濃區瀰濃里",5,3,2,3,1,2,2,0
10411,"高雄市","美濃區清水里",1,1,0,5,3,2,2,1
10411,"高雄市","美濃區獅山里",2,1,1,8,4,4,3,0
10411,"高雄市","美濃區泰安里",1,0,1,4,1,3,2,1
10411,"高雄市","美濃區興隆里",0,0,0,4,3,1,1,0
10411,"高雄市","美濃區中壇里",6,2,4,2,0,2,2,0
10411,"高雄市","美濃區中圳里",4,2,2,7,4,3,1,1
10411,"高雄市","彌陀區光和里",4,1,3,1,1,0,2,0
10411,"高雄市","彌陀區過港里",2,2,0,2,1,1,1,0
10411,"高雄市","彌陀區海尾里",3,1,2,1,0,1,1,0
10411,"高雄市","彌陀區舊港里",2,1,1,3,1,2,1,1
10411,"高雄市","彌陀區漯底里",1,0,1,1,1,0,2,1
10411,"高雄市","彌陀區彌靖里",2,1,1,8,3,5,1,0
10411,"高雄市","彌陀區彌仁里",0,0,0,0,0,0,1,1
10411,"高雄市","彌陀區彌壽里",1,0,1,0,0,0,0,0
10411,"高雄市","彌陀區彌陀里",3,1,2,2,2,0,5,0
10411,"高雄市","彌陀區南寮里",1,1,0,2,1,1,3,0
10411,"高雄市","彌陀區文安里",1,1,0,4,2,2,1,2
10411,"高雄市","彌陀區鹽埕里",3,2,1,6,3,3,3,2
10411,"高雄市","那瑪夏達卡努瓦里",12,7,5,1,1,0,2,2
10411,"高雄市","那瑪夏瑪雅里",2,0,2,0,0,0,1,0
10411,"高雄市","那瑪夏南沙魯里",1,0,1,2,1,1,0,0
10411,"高雄市","楠梓區翠屏里",22,9,13,15,6,9,32,8
10411,"高雄市","楠梓區大昌里",2,1,1,8,6,2,6,1
10411,"高雄市","楠梓區東寧里",11,3,8,4,3,1,10,1
10411,"高雄市","楠梓區福昌里",0,0,0,3,2,1,2,0
10411,"高雄市","楠梓區廣昌里",3,2,1,11,9,2,0,1
10411,"高雄市","楠梓區國昌里",5,5,0,3,2,1,5,2
10411,"高雄市","楠梓區和昌里",2,1,1,4,3,1,2,1
10411,"高雄市","楠梓區宏昌里",7,4,3,1,1,0,6,2
10411,"高雄市","楠梓區宏南里",0,0,0,2,2,0,0,0
10411,"高雄市","楠梓區宏榮里",4,4,0,6,6,0,4,1
10411,"高雄市","楠梓區宏毅里",1,0,1,9,3,6,4,4
10411,"高雄市","楠梓區惠豐里",3,2,1,6,5,1,9,2
10411,"高雄市","楠梓區惠民里",5,1,4,8,5,3,7,4
10411,"高雄市","楠梓區惠楠里",4,3,1,4,2,2,6,1
10411,"高雄市","楠梓區加昌里",19,7,12,9,5,4,12,4
10411,"高雄市","楠梓區建昌里",4,4,0,3,2,1,1,1
10411,"高雄市","楠梓區金田里",4,3,1,7,4,3,4,1
10411,"高雄市","楠梓區錦屏里",4,0,4,6,5,1,4,2
10411,"高雄市","楠梓區久昌里",3,2,1,1,1,0,1,2
10411,"高雄市","楠梓區藍田里",18,13,5,5,1,4,18,2
10411,"高雄市","楠梓區隆昌里",6,3,3,3,2,1,2,0
10411,"高雄市","楠梓區清豐里",72,31,41,14,7,7,44,12
10411,"高雄市","楠梓區慶昌里",9,7,2,2,1,1,3,2
10411,"高雄市","楠梓區仁昌里",8,4,4,4,1,3,17,3
10411,"高雄市","楠梓區稔田里",3,1,2,2,0,2,3,0
10411,"高雄市","楠梓區瑞屏里",10,4,6,7,2,5,5,4
10411,"高雄市","楠梓區盛昌里",9,4,5,7,3,4,9,3
10411,"高雄市","楠梓區泰昌里",3,1,2,2,1,1,3,1
10411,"高雄市","楠梓區五常里",13,9,4,6,3,3,17,1
10411,"高雄市","楠梓區享平里",4,1,3,4,2,2,5,1
10411,"高雄市","楠梓區興昌里",12,7,5,9,4,5,10,2
10411,"高雄市","楠梓區秀昌里",5,3,2,5,2,3,1,0
10411,"高雄市","楠梓區玉屏里",5,1,4,7,3,4,4,1
10411,"高雄市","楠梓區裕昌里",9,5,4,3,2,1,10,2
